Random-Continuous.parameter, Random-Continuous.points, Random-Continuous_2.parameter, Random-Continuous_2.points
6, 16.90, 8, 13.60
6, 14.40, 8, 16.20
6, 16.40, 8, 13.40
6, 13.30, 8, 17.20
6, 13.40, 8, 15.80
6, 11.90, 8, 15.20
6, 12.10, 8, 16.00
6, 12.30, 8, 16.80
6, 17.10, 8, 14.40
6, 14.80, 8, 14.20
6, 16.40, 8, 13.40
6, 14.60, 8, 17.00
6, 14.40, 8, 16.20
6, 17.10, 8, 14.40
6, 14.80, 8, 14.20
6, 15.50, 8, 15.20
6, 15.80, 8, 14.60
6, 16.70, 8, 12.80
6, 19.10, 8, 11.60
6, 18.00, 8, 12.60
6, 13.20, 8, 15.00
6, 16.40, 8, 13.40
6, 11.30, 8, 16.40
6, 14.80, 8, 14.20
6, 17.20, 8, 13.00
6, 15.50, 8, 15.20
6, 14.20, 8, 15.40
6, 14.20, 8, 15.40
6, 17.80, 8, 11.80
6, 12.30, 8, 16.80
6, 15.30, 8, 14.40
6, 14.50, 8, 14.80
6, 14.20, 8, 15.40
6, 16.00, 8, 15.40
6, 15.70, 8, 12.40
6, 12.10, 8, 16.00
6, 16.90, 8, 13.60
6, 14.40, 8, 16.20
6, 16.10, 8, 14.00
6, 14.70, 8, 15.60
6, 12.60, 8, 16.20
6, 14.70, 8, 15.60
6, 13.70, 8, 15.20
6, 17.10, 8, 14.40
6, 15.00, 8, 15.00
6, 13.10, 8, 16.40
6, 14.50, 8, 14.80
6, 14.20, 8, 15.40
6, 15.80, 8, 14.60
6, 16.90, 8, 13.60
6, 12.80, 8, 17.00
6, 16.10, 8, 14.00
6, 13.90, 8, 16.00
6, 13.40, 8, 15.80
6, 12.90, 8, 15.60
6, 15.10, 8, 13.60
6, 20.70, 8, 10.80
6, 13.70, 8, 15.20
6, 15.00, 8, 15.00
6, 17.40, 8, 13.80
6, 17.00, 8, 12.20
6, 18.50, 8, 12.80
6, 17.10, 8, 14.40
6, 17.70, 8, 13.20
6, 13.30, 8, 17.20
6, 19.50, 8, 13.20
6, 15.90, 8, 13.20
6, 13.90, 8, 16.00
6, 13.70, 8, 15.20
6, 18.80, 8, 12.20
6, 13.90, 8, 16.00
6, 13.10, 8, 16.40
6, 14.50, 8, 14.80
6, 16.10, 8, 14.00
6, 17.00, 8, 12.20
6, 13.90, 8, 16.00
6, 12.30, 8, 16.80
6, 15.70, 8, 16.00
6, 10.40, 8, 18.20
6, 17.10, 8, 14.40
6, 11.70, 8, 18.00
6, 14.70, 8, 15.60
6, 15.50, 8, 15.20
6, 13.00, 8, 17.80
6, 12.00, 8, 17.40
6, 15.80, 8, 14.60
6, 15.00, 8, 15.00
6, 12.90, 8, 15.60
6, 14.20, 8, 15.40
6, 15.20, 8, 15.80
6, 14.10, 8, 16.80
6, 16.30, 8, 14.80
6, 15.00, 8, 15.00
7, 12.25, 8, 16.90
7, 14.30, 8, 16.40
7, 15.90, 8, 15.60
7, 16.15, 8, 13.90
7, 19.70, 8, 11.60
7, 14.65, 8, 15.70
7, 15.35, 8, 14.30
7, 13.75, 8, 15.10
7, 13.85, 8, 16.10
7, 16.85, 8, 12.50
7, 13.25, 8, 18.50
7, 15.20, 8, 17.00
7, 16.15, 8, 13.90
7, 13.40, 8, 15.80
7, 17.65, 8, 12.10
7, 14.30, 8, 16.40
7, 15.20, 8, 17.00
7, 17.40, 8, 13.80
7, 17.65, 8, 12.10
7, 14.10, 8, 14.40
7, 11.80, 8, 16.60
7, 16.15, 8, 13.90
7, 12.95, 8, 15.50
7, 13.50, 8, 16.80
7, 14.55, 8, 14.70
7, 11.55, 8, 18.30
7, 14.20, 8, 15.40
7, 17.30, 8, 12.80
7, 14.20, 8, 15.40
7, 14.75, 8, 16.70
7, 13.75, 8, 15.10
7, 11.80, 8, 16.60
7, 17.30, 8, 12.80
7, 15.35, 8, 14.30
7, 13.85, 8, 16.10
7, 11.65, 8, 19.30
7, 16.15, 8, 13.90
7, 13.15, 8, 17.50
7, 15.80, 8, 14.60
7, 15.80, 8, 14.60
7, 16.95, 8, 13.50
7, 16.85, 8, 12.50
7, 12.95, 8, 15.50
7, 11.10, 8, 18.00
7, 15.80, 8, 14.60
7, 15.70, 8, 13.60
7, 17.30, 8, 12.80
7, 12.95, 8, 15.50
7, 16.25, 8, 14.90
7, 12.95, 8, 15.50
7, 18.10, 8, 12.40
7, 12.35, 8, 17.90
7, 13.85, 8, 16.10
7, 16.85, 8, 12.50
7, 15.70, 8, 13.60
7, 12.60, 8, 16.20
7, 17.05, 8, 14.50
7, 15.00, 8, 15.00
7, 16.15, 8, 13.90
7, 15.35, 8, 14.30
7, 12.25, 8, 16.90
7, 14.10, 8, 14.40
7, 15.00, 8, 15.00
7, 13.30, 8, 14.80
7, 13.05, 8, 16.50
7, 14.45, 8, 13.70
7, 16.75, 8, 11.50
7, 15.45, 8, 15.30
7, 15.15, 8, 12.30
7, 12.75, 8, 13.50
7, 11.80, 8, 16.60
7, 10.40, 8, 19.40
7, 13.40, 8, 15.80
7, 16.25, 8, 14.90
7, 15.35, 8, 14.30
7, 12.70, 8, 17.20
7, 12.50, 8, 15.20
7, 17.95, 8, 15.10
7, 15.60, 8, 12.60
7, 16.25, 8, 14.90
7, 14.30, 8, 16.40
7, 14.80, 8, 13.00
7, 14.75, 8, 16.70
7, 15.45, 8, 15.30
7, 14.90, 8, 14.00
7, 17.05, 8, 14.50
7, 11.80, 8, 16.60
7, 17.05, 8, 14.50
7, 16.95, 8, 13.50
7, 15.35, 8, 14.30
7, 13.75, 8, 15.10
7, 13.40, 8, 15.80
7, 18.10, 8, 12.40
7, 17.75, 8, 13.10
7, 14.45, 8, 13.70
7, 13.15, 8, 17.50
7, 13.85, 8, 16.10
7, 16.50, 8, 13.20
7, 17.05, 8, 14.50
7, 14.90, 8, 14.00
8, 13.80, 8, 16.20
8, 17.00, 8, 13.40
8, 17.40, 8, 13.80
8, 17.40, 8, 12.60
8, 15.00, 8, 15.00
8, 18.60, 8, 10.20
8, 15.40, 8, 14.20
8, 15.40, 8, 15.40
8, 17.40, 8, 12.60
8, 12.60, 8, 17.40
8, 15.40, 8, 15.40
8, 13.40, 8, 15.80
8, 13.80, 8, 16.20
8, 16.60, 8, 13.00
8, 16.20, 8, 16.20
8, 13.40, 8, 13.40
8, 16.60, 8, 13.00
8, 15.40, 8, 13.00
8, 12.60, 8, 16.20
8, 14.20, 8, 16.60
8, 14.20, 8, 14.20
8, 15.00, 8, 13.80
8, 18.20, 8, 12.20
8, 13.40, 8, 17.00
8, 17.40, 8, 12.60
8, 15.80, 8, 17.00
8, 11.80, 8, 20.20
8, 16.20, 8, 13.80
8, 15.00, 8, 16.20
8, 15.40, 8, 11.80
8, 15.40, 8, 15.40
8, 13.00, 8, 17.80
8, 14.20, 8, 16.60
8, 13.80, 8, 13.80
8, 12.60, 8, 17.40
8, 12.60, 8, 16.20
8, 16.20, 8, 13.80
8, 14.60, 8, 14.60
8, 16.20, 8, 13.80
8, 13.80, 8, 15.00
8, 16.20, 8, 15.00
8, 15.80, 8, 15.80
8, 12.20, 8, 17.00
8, 11.00, 8, 17.00
8, 17.80, 8, 13.00
8, 11.40, 8, 18.60
8, 18.20, 8, 11.00
8, 17.00, 8, 13.40
8, 12.20, 8, 17.00
8, 17.40, 8, 13.80
8, 14.60, 8, 14.60
8, 14.20, 8, 15.40
8, 15.00, 8, 15.00
8, 12.20, 8, 17.00
8, 16.20, 8, 13.80
8, 19.00, 8, 13.00
8, 17.40, 8, 12.60
8, 12.60, 8, 16.20
8, 17.40, 8, 13.80
8, 11.80, 8, 17.80
8, 13.00, 8, 16.60
8, 13.80, 8, 17.40
8, 17.40, 8, 12.60
8, 15.80, 8, 13.40
8, 13.00, 8, 17.80
8, 14.20, 8, 16.60
8, 14.20, 8, 15.40
8, 14.20, 8, 14.20
8, 13.40, 8, 17.00
8, 17.00, 8, 11.00
8, 12.20, 8, 17.00
8, 13.80, 8, 16.20
8, 14.60, 8, 15.80
8, 13.80, 8, 16.20
8, 17.00, 8, 12.20
8, 11.40, 8, 18.60
8, 15.80, 8, 14.60
8, 10.20, 8, 19.80
8, 17.80, 8, 13.00
8, 16.20, 8, 13.80
8, 19.00, 8, 13.00
8, 13.40, 8, 15.80
8, 14.60, 8, 13.40
8, 12.20, 8, 17.00
8, 13.00, 8, 15.40
8, 16.20, 8, 12.60
8, 15.40, 8, 14.20
8, 16.60, 8, 14.20
8, 16.60, 8, 11.80
8, 17.40, 8, 15.00
8, 12.20, 8, 15.80
8, 17.40, 8, 12.60
8, 13.40, 8, 17.00
8, 15.40, 8, 15.40
8, 16.60, 8, 14.20
8, 13.80, 8, 17.40
8, 11.00, 8, 18.20
8, 16.20, 8, 13.80
8, 12.20, 8, 18.20
8, 15.00, 8, 15.00
9, 16.50, 8, 15.60
9, 16.60, 8, 14.20
9, 16.50, 8, 15.60
9, 13.30, 8, 17.20
9, 15.70, 8, 16.00
9, 12.60, 8, 16.20
9, 13.75, 8, 16.30
9, 15.00, 8, 15.00
9, 15.45, 8, 14.10
9, 17.30, 8, 15.20
9, 14.55, 8, 15.90
9, 13.95, 8, 13.50
9, 13.85, 8, 14.90
9, 12.05, 8, 18.50
9, 19.20, 8, 10.20
9, 15.80, 8, 14.60
9, 13.05, 8, 15.30
9, 16.60, 8, 14.20
9, 12.40, 8, 19.00
9, 18.10, 8, 14.80
9, 14.30, 8, 14.00
9, 12.50, 8, 17.60
9, 16.45, 8, 10.90
9, 16.35, 8, 12.30
9, 14.90, 8, 16.40
9, 17.25, 8, 10.50
9, 15.90, 8, 13.20
9, 15.80, 8, 14.60
9, 15.90, 8, 13.20
9, 17.05, 8, 13.30
9, 13.75, 8, 16.30
9, 13.20, 8, 18.60
9, 15.35, 8, 15.50
9, 15.00, 8, 15.00
9, 17.40, 8, 13.80
9, 17.50, 8, 12.40
9, 16.15, 8, 15.10
9, 14.65, 8, 14.50
9, 15.45, 8, 14.10
9, 14.90, 8, 16.40
9, 16.60, 8, 14.20
9, 17.15, 8, 11.90
9, 14.00, 8, 18.20
9, 13.75, 8, 16.30
9, 14.55, 8, 15.90
9, 13.95, 8, 13.50
9, 19.55, 8, 10.70
9, 18.30, 8, 12.00
9, 16.50, 8, 15.60
9, 13.75, 8, 16.30
9, 16.70, 8, 12.80
9, 11.00, 8, 17.00
9, 14.35, 8, 18.70
9, 16.35, 8, 12.30
9, 17.05, 8, 13.30
9, 17.05, 8, 13.30
9, 15.80, 8, 14.60
9, 16.25, 8, 13.70
9, 15.90, 8, 13.20
9, 18.65, 8, 12.50
9, 14.30, 8, 14.00
9, 16.15, 8, 15.10
9, 14.40, 8, 12.60
9, 15.70, 8, 16.00
9, 12.50, 8, 17.60
9, 14.65, 8, 14.50
9, 15.20, 8, 12.20
9, 19.90, 8, 11.20
9, 18.40, 8, 10.60
9, 16.00, 8, 11.80
9, 13.65, 8, 17.70
9, 14.45, 8, 17.30
9, 15.00, 8, 15.00
9, 15.10, 8, 13.60
9, 13.30, 8, 17.20
9, 13.05, 8, 15.30
9, 16.25, 8, 13.70
9, 17.75, 8, 14.30
9, 13.75, 8, 16.30
9, 13.30, 8, 17.20
9, 15.35, 8, 15.50
9, 16.35, 8, 12.30
9, 17.25, 8, 10.50
9, 14.55, 8, 15.90
9, 14.10, 8, 16.80
9, 17.40, 8, 13.80
9, 17.05, 8, 13.30
9, 14.55, 8, 15.90
9, 12.05, 8, 18.50
9, 14.10, 8, 16.80
9, 15.80, 8, 14.60
9, 19.30, 8, 8.80
9, 12.95, 8, 16.70
9, 11.70, 8, 18.00
9, 12.95, 8, 16.70
9, 17.75, 8, 14.30
9, 16.80, 8, 11.40
9, 16.25, 8, 13.70
9, 15.35, 8, 15.50
9, 12.40, 8, 19.00
10, 15.30, 8, 15.60
10, 17.10, 8, 13.20
10, 10.70, 8, 22.40
10, 14.60, 8, 18.20
10, 13.70, 8, 16.40
10, 16.90, 8, 14.80
10, 14.00, 8, 17.00
10, 13.40, 8, 15.80
10, 20.80, 8, 10.60
10, 17.10, 8, 13.20
10, 12.40, 8, 17.80
10, 15.80, 8, 14.60
10, 11.40, 8, 19.80
10, 10.30, 8, 19.60
10, 15.80, 8, 14.60
10, 11.40, 8, 19.80
10, 13.90, 8, 14.80
10, 16.30, 8, 13.60
10, 12.80, 8, 14.60
10, 14.20, 8, 15.40
10, 15.30, 8, 15.60
10, 15.50, 8, 14.00
10, 17.60, 8, 12.20
10, 12.50, 8, 20.00
10, 13.20, 8, 17.40
10, 12.90, 8, 16.80
10, 15.30, 8, 15.60
10, 12.40, 8, 17.80
10, 15.00, 8, 15.00
10, 17.00, 8, 11.00
10, 11.80, 8, 16.60
10, 13.70, 8, 16.40
10, 14.20, 8, 15.40
10, 16.30, 8, 13.60
10, 15.70, 8, 12.40
10, 15.10, 8, 17.20
10, 14.40, 8, 13.80
10, 14.70, 8, 14.40
10, 13.90, 8, 14.80
10, 16.30, 8, 13.60
10, 10.30, 8, 19.60
10, 13.70, 8, 16.40
10, 13.20, 8, 17.40
10, 11.70, 8, 20.40
10, 15.60, 8, 16.20
10, 14.80, 8, 16.60
10, 15.50, 8, 14.00
10, 15.20, 8, 13.40
10, 17.50, 8, 10.00
10, 17.40, 8, 13.80
10, 12.80, 8, 14.60
10, 12.10, 8, 17.20
10, 16.20, 8, 11.40
10, 10.40, 8, 15.80
10, 15.30, 8, 15.60
10, 16.50, 8, 12.00
10, 18.00, 8, 15.00
10, 16.60, 8, 14.20
10, 14.70, 8, 14.40
10, 11.40, 8, 19.80
10, 18.70, 8, 12.40
10, 16.50, 8, 12.00
10, 18.40, 8, 11.80
10, 15.10, 8, 11.20
10, 18.10, 8, 11.20
10, 18.40, 8, 11.80
10, 13.70, 8, 16.40
10, 14.20, 8, 15.40
10, 13.90, 8, 14.80
10, 17.00, 8, 11.00
10, 20.20, 8, 9.40
10, 12.90, 8, 16.80
10, 14.10, 8, 13.20
10, 16.60, 8, 14.20
10, 16.30, 8, 13.60
10, 19.70, 8, 10.40
10, 13.30, 8, 13.60
10, 14.50, 8, 16.00
10, 12.60, 8, 16.20
10, 15.10, 8, 17.20
10, 12.70, 8, 18.40
10, 11.80, 8, 16.60
10, 14.70, 8, 14.40
10, 15.30, 8, 15.60
10, 17.30, 8, 11.60
10, 16.00, 8, 13.00
10, 18.10, 8, 11.20
10, 16.80, 8, 12.60
10, 16.10, 8, 15.20
10, 16.70, 8, 16.40
10, 19.10, 8, 15.20
10, 16.40, 8, 15.80
10, 14.00, 8, 17.00
10, 16.80, 8, 12.60
10, 18.90, 8, 10.80
10, 18.90, 8, 10.80
10, 14.50, 8, 16.00
10, 16.00, 8, 13.00
10, 16.60, 8, 14.20
10, 14.70, 8, 14.40
0, 12.30, 9, 16.35
0, 12.30, 9, 16.35
0, 14.10, 9, 15.45
0, 13.20, 9, 15.90
0, 11.40, 9, 16.80
0, 12.30, 9, 16.35
0, 15.90, 9, 14.55
0, 19.50, 9, 12.75
0, 14.10, 9, 15.45
0, 18.60, 9, 13.20
0, 16.80, 9, 14.10
0, 17.70, 9, 13.65
0, 15.90, 9, 14.55
0, 13.20, 9, 15.90
0, 15.00, 9, 15.00
0, 14.10, 9, 15.45
0, 15.00, 9, 15.00
0, 13.20, 9, 15.90
0, 12.30, 9, 16.35
0, 17.70, 9, 13.65
0, 10.50, 9, 17.25
0, 15.00, 9, 15.00
0, 11.40, 9, 16.80
0, 17.70, 9, 13.65
0, 15.90, 9, 14.55
0, 15.90, 9, 14.55
0, 15.90, 9, 14.55
0, 12.30, 9, 16.35
0, 14.10, 9, 15.45
0, 13.20, 9, 15.90
0, 16.80, 9, 14.10
0, 15.00, 9, 15.00
0, 15.90, 9, 14.55
0, 14.10, 9, 15.45
0, 16.80, 9, 14.10
0, 15.00, 9, 15.00
0, 12.30, 9, 16.35
0, 11.40, 9, 16.80
0, 15.00, 9, 15.00
0, 16.80, 9, 14.10
0, 15.00, 9, 15.00
0, 15.90, 9, 14.55
0, 15.00, 9, 15.00
0, 15.90, 9, 14.55
0, 15.00, 9, 15.00
0, 15.90, 9, 14.55
0, 13.20, 9, 15.90
0, 16.80, 9, 14.10
0, 17.70, 9, 13.65
0, 16.80, 9, 14.10
0, 18.60, 9, 13.20
0, 15.90, 9, 14.55
0, 14.10, 9, 15.45
0, 14.10, 9, 15.45
0, 15.00, 9, 15.00
0, 15.00, 9, 15.00
0, 15.00, 9, 15.00
0, 13.20, 9, 15.90
0, 15.00, 9, 15.00
0, 13.20, 9, 15.90
0, 13.20, 9, 15.90
0, 12.30, 9, 16.35
0, 14.10, 9, 15.45
0, 15.00, 9, 15.00
0, 15.00, 9, 15.00
0, 15.90, 9, 14.55
0, 13.20, 9, 15.90
0, 13.20, 9, 15.90
0, 13.20, 9, 15.90
0, 12.30, 9, 16.35
0, 15.00, 9, 15.00
0, 15.90, 9, 14.55
0, 14.10, 9, 15.45
0, 12.30, 9, 16.35
0, 16.80, 9, 14.10
0, 14.10, 9, 15.45
0, 13.20, 9, 15.90
0, 17.70, 9, 13.65
0, 15.00, 9, 15.00
0, 14.10, 9, 15.45
0, 14.10, 9, 15.45
0, 14.10, 9, 15.45
0, 10.50, 9, 17.25
0, 18.60, 9, 13.20
0, 16.80, 9, 14.10
0, 17.70, 9, 13.65
0, 13.20, 9, 15.90
0, 15.00, 9, 15.00
0, 12.30, 9, 16.35
0, 16.80, 9, 14.10
0, 16.80, 9, 14.10
0, 15.90, 9, 14.55
0, 14.10, 9, 15.45
0, 15.90, 9, 14.55
0, 15.00, 9, 15.00
0, 11.40, 9, 16.80
0, 16.80, 9, 14.10
0, 13.20, 9, 15.90
0, 10.50, 9, 17.25
0, 14.10, 9, 15.45
1, 14.05, 9, 15.55
1, 17.85, 9, 13.35
1, 15.85, 9, 14.65
1, 17.75, 9, 13.55
1, 15.75, 9, 14.85
1, 13.95, 9, 15.75
1, 16.85, 9, 14.00
1, 12.10, 9, 16.75
1, 17.70, 9, 13.65
1, 15.85, 9, 14.65
1, 15.85, 9, 14.65
1, 17.75, 9, 13.55
1, 12.50, 9, 15.95
1, 13.40, 9, 15.50
1, 13.15, 9, 16.00
1, 13.05, 9, 16.20
1, 16.10, 9, 14.15
1, 16.85, 9, 14.00
1, 14.80, 9, 15.40
1, 10.60, 9, 17.05
1, 15.00, 9, 15.00
1, 18.50, 9, 13.40
1, 16.00, 9, 14.35
1, 17.75, 9, 13.55
1, 14.90, 9, 15.20
1, 11.35, 9, 16.90
1, 16.80, 9, 14.10
1, 12.30, 9, 16.35
1, 14.95, 9, 15.10
1, 16.75, 9, 14.20
1, 17.75, 9, 13.55
1, 14.95, 9, 15.10
1, 15.20, 9, 14.60
1, 15.05, 9, 14.90
1, 17.55, 9, 13.95
1, 18.55, 9, 13.30
1, 16.85, 9, 14.00
1, 11.20, 9, 17.20
1, 18.65, 9, 13.10
1, 18.60, 9, 13.20
1, 15.00, 9, 15.00
1, 14.05, 9, 15.55
1, 14.20, 9, 15.25
1, 13.30, 9, 15.70
1, 14.75, 9, 15.50
1, 15.85, 9, 14.65
1, 13.00, 9, 16.30
1, 13.25, 9, 15.80
1, 11.40, 9, 16.80
1, 16.00, 9, 14.35
1, 15.90, 9, 14.55
1, 12.40, 9, 16.15
1, 15.85, 9, 14.65
1, 13.35, 9, 15.60
1, 9.60, 9, 17.70
1, 14.20, 9, 15.25
1, 14.20, 9, 15.25
1, 14.15, 9, 15.35
1, 14.15, 9, 15.35
1, 14.85, 9, 15.30
1, 10.75, 9, 16.75
1, 15.95, 9, 14.45
1, 17.80, 9, 13.45
1, 15.85, 9, 14.65
1, 14.00, 9, 15.65
1, 16.95, 9, 13.80
1, 14.30, 9, 15.05
1, 10.55, 9, 17.15
1, 17.80, 9, 13.45
1, 17.75, 9, 13.55
1, 16.85, 9, 14.00
1, 16.95, 9, 13.80
1, 14.20, 9, 15.25
1, 15.85, 9, 14.65
1, 18.65, 9, 13.10
1, 16.75, 9, 14.20
1, 13.40, 9, 15.50
1, 14.85, 9, 15.30
1, 15.05, 9, 14.90
1, 16.70, 9, 14.30
1, 16.80, 9, 14.10
1, 17.85, 9, 13.35
1, 12.05, 9, 16.85
1, 15.95, 9, 14.45
1, 13.20, 9, 15.90
1, 15.15, 9, 14.70
1, 12.40, 9, 16.15
1, 17.80, 9, 13.45
1, 16.95, 9, 13.80
1, 13.35, 9, 15.60
1, 14.90, 9, 15.20
1, 13.95, 9, 15.75
1, 15.10, 9, 14.80
1, 12.40, 9, 16.15
1, 15.10, 9, 14.80
1, 16.80, 9, 14.10
1, 15.90, 9, 14.55
1, 14.90, 9, 15.20
1, 14.00, 9, 15.65
1, 15.90, 9, 14.55
2, 14.90, 9, 15.20
2, 13.30, 9, 15.70
2, 13.00, 9, 16.30
2, 14.20, 9, 15.25
2, 12.30, 9, 16.35
2, 14.10, 9, 15.45
2, 16.90, 9, 13.90
2, 10.90, 9, 16.45
2, 14.40, 9, 14.85
2, 13.20, 9, 15.90
2, 18.60, 9, 13.20
2, 14.30, 9, 15.05
2, 17.80, 9, 13.45
2, 12.60, 9, 15.75
2, 13.90, 9, 15.85
2, 12.50, 9, 15.95
2, 18.00, 9, 13.05
2, 14.70, 9, 15.60
2, 15.70, 9, 14.95
2, 15.00, 9, 15.00
2, 16.70, 9, 14.30
2, 14.90, 9, 15.20
2, 19.30, 9, 13.15
2, 13.50, 9, 15.30
2, 12.00, 9, 16.95
2, 18.10, 9, 12.85
2, 15.10, 9, 14.80
2, 15.90, 9, 14.55
2, 15.10, 9, 14.80
2, 15.20, 9, 14.60
2, 13.40, 9, 15.50
2, 14.80, 9, 15.40
2, 17.60, 9, 13.85
2, 14.80, 9, 15.40
2, 12.10, 9, 16.75
2, 15.60, 9, 13.80
2, 11.30, 9, 17.00
2, 17.00, 9, 13.70
2, 16.30, 9, 13.75
2, 13.30, 9, 15.70
2, 14.90, 9, 15.20
2, 15.00, 9, 15.00
2, 12.10, 9, 16.75
2, 15.60, 9, 13.80
2, 10.30, 9, 17.65
2, 11.50, 9, 16.60
2, 14.10, 9, 15.45
2, 15.00, 9, 15.00
2, 15.00, 9, 15.00
2, 12.80, 9, 16.70
2, 14.80, 9, 15.40
2, 19.50, 9, 12.75
2, 16.50, 9, 14.70
2, 15.70, 9, 14.95
2, 17.80, 9, 13.45
2, 11.10, 9, 17.40
2, 12.80, 9, 16.70
2, 12.20, 9, 16.55
2, 15.10, 9, 14.80
2, 16.40, 9, 14.90
2, 15.30, 9, 14.40
2, 14.00, 9, 15.65
2, 15.20, 9, 14.60
2, 13.30, 9, 15.70
2, 14.10, 9, 15.45
2, 14.90, 9, 15.20
2, 12.50, 9, 15.95
2, 15.90, 9, 14.55
2, 14.00, 9, 15.65
2, 13.40, 9, 15.50
2, 13.10, 9, 16.10
2, 12.20, 9, 16.55
2, 12.50, 9, 15.95
2, 14.30, 9, 15.05
2, 14.70, 9, 15.60
2, 13.10, 9, 16.10
2, 17.10, 9, 13.50
2, 17.90, 9, 13.25
2, 15.00, 9, 15.00
2, 13.20, 9, 15.90
2, 15.00, 9, 15.00
2, 16.50, 9, 14.70
2, 13.30, 9, 15.70
2, 14.10, 9, 15.45
2, 14.30, 9, 15.05
2, 12.40, 9, 16.15
2, 13.20, 9, 15.90
2, 14.10, 9, 15.45
2, 15.30, 9, 14.40
2, 15.90, 9, 14.55
2, 14.30, 9, 15.05
2, 16.20, 9, 13.95
2, 18.00, 9, 13.05
2, 14.00, 9, 15.65
2, 12.30, 9, 16.35
2, 17.10, 9, 14.85
2, 16.50, 9, 14.70
2, 14.20, 9, 15.25
2, 15.70, 9, 14.95
2, 15.70, 9, 14.95
3, 16.65, 9, 14.40
3, 14.55, 9, 15.90
3, 16.35, 9, 13.65
3, 12.00, 9, 16.95
3, 15.30, 9, 14.40
3, 12.15, 9, 15.30
3, 16.05, 9, 15.60
3, 13.65, 9, 16.35
3, 12.75, 9, 16.80
3, 12.90, 9, 16.50
3, 15.15, 9, 14.70
3, 14.40, 9, 14.85
3, 19.05, 9, 12.30
3, 14.85, 9, 15.30
3, 17.70, 9, 13.65
3, 15.30, 9, 14.40
3, 12.45, 9, 16.05
3, 17.40, 9, 14.25
3, 14.10, 9, 15.45
3, 15.00, 9, 15.00
3, 13.05, 9, 16.20
3, 13.65, 9, 16.35
3, 13.65, 9, 15.00
3, 13.20, 9, 15.90
3, 16.65, 9, 14.40
3, 11.40, 9, 18.15
3, 13.20, 9, 15.90
3, 14.25, 9, 15.15
3, 14.25, 9, 15.15
3, 17.10, 9, 13.50
3, 10.80, 9, 18.00
3, 15.45, 9, 14.10
3, 14.40, 9, 16.20
3, 16.50, 9, 14.70
3, 13.05, 9, 16.20
3, 14.40, 9, 14.85
3, 12.90, 9, 15.15
3, 13.20, 9, 15.90
3, 16.80, 9, 14.10
3, 9.90, 9, 18.45
3, 14.10, 9, 15.45
3, 14.25, 9, 15.15
3, 18.90, 9, 13.95
3, 15.75, 9, 14.85
3, 16.80, 9, 14.10
3, 13.50, 9, 15.30
3, 12.30, 9, 16.35
3, 15.90, 9, 14.55
3, 12.15, 9, 16.65
3, 10.95, 9, 17.70
3, 18.00, 9, 13.05
3, 14.40, 9, 14.85
3, 16.50, 9, 14.70
3, 15.60, 9, 15.15
3, 15.15, 9, 14.70
3, 16.50, 9, 14.70
3, 16.05, 9, 14.25
3, 12.15, 9, 16.65
3, 16.95, 9, 13.80
3, 12.30, 9, 16.35
3, 16.95, 9, 13.80
3, 15.75, 9, 14.85
3, 15.75, 9, 13.50
3, 16.35, 9, 13.65
3, 18.15, 9, 14.10
3, 16.65, 9, 14.40
3, 14.10, 9, 15.45
3, 15.00, 9, 15.00
3, 17.25, 9, 14.55
3, 14.25, 9, 15.15
3, 14.70, 9, 14.25
3, 13.05, 9, 16.20
3, 16.80, 9, 14.10
3, 14.55, 9, 14.55
3, 16.35, 9, 15.00
3, 18.75, 9, 12.90
3, 13.95, 9, 15.75
3, 12.30, 9, 16.35
3, 15.00, 9, 15.00
3, 16.65, 9, 14.40
3, 12.90, 9, 16.50
3, 18.15, 9, 12.75
3, 14.55, 9, 14.55
3, 15.60, 9, 15.15
3, 16.05, 9, 14.25
3, 15.30, 9, 14.40
3, 15.00, 9, 15.00
3, 13.50, 9, 15.30
3, 15.30, 9, 15.75
3, 14.10, 9, 15.45
3, 15.60, 9, 15.15
3, 13.50, 9, 16.65
3, 17.25, 9, 14.55
3, 18.45, 9, 13.50
3, 15.15, 9, 14.70
3, 16.05, 9, 14.25
3, 12.45, 9, 16.05
3, 10.50, 9, 17.25
3, 17.10, 9, 13.50
3, 16.80, 9, 14.10
4, 14.30, 9, 15.05
4, 15.60, 9, 13.80
4, 10.50, 9, 17.25
4, 15.20, 9, 14.60
4, 15.90, 9, 14.55
4, 14.10, 9, 15.45
4, 17.50, 9, 14.05
4, 15.20, 9, 14.60
4, 13.80, 9, 14.70
4, 15.00, 9, 15.00
4, 14.70, 9, 14.25
4, 14.80, 9, 15.40
4, 13.90, 9, 15.85
4, 18.50, 9, 12.05
4, 14.00, 9, 14.30
4, 14.40, 9, 16.20
4, 13.60, 9, 15.10
4, 14.00, 9, 17.00
4, 16.30, 9, 13.75
4, 14.30, 9, 15.05
4, 14.30, 9, 15.05
4, 12.10, 9, 16.75
4, 12.50, 9, 15.95
4, 17.30, 9, 14.45
4, 13.20, 9, 15.90
4, 15.70, 9, 14.95
4, 12.50, 9, 15.95
4, 13.70, 9, 16.25
4, 13.90, 9, 15.85
4, 15.90, 9, 14.55
4, 14.70, 9, 14.25
4, 14.60, 9, 15.80
4, 17.70, 9, 13.65
4, 12.10, 9, 16.75
4, 16.30, 9, 13.75
4, 16.50, 9, 13.35
4, 17.20, 9, 13.30
